title,author,isbn_13,format_code,location_code,notes,cover_url
The Colorado Kid,Stephen King,9781786361882.0,PB,F1-B14-S03,,https://covers.openlibrary.org/b/isbn/9781786361882-L.jpg
The Colorado Kid,Stephen King,9781786361882.0,LP,F1-B13-S07,Large print edition,https://covers.openlibrary.org/b/isbn/9781786361882-L.jpg
The Colorado Kid,Stephen King,9781786361882.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781786361882-L.jpg
The Colorado Kid,Stephen King,9781786361882.0,PB,F1-B14-S03,,https://covers.openlibrary.org/b/isbn/9781786361882-L.jpg
The Complete Life and Adventures of Santa Claus,L. Frank Baum,9781976087097.0,PB,F2-B11-S06,,https://covers.openlibrary.org/b/isbn/9781976087097-L.jpg
The Complete Life and Adventures of Santa Claus,L. Frank Baum,9781976087097.0,LP,F1-B09-S07,Large print edition,https://covers.openlibrary.org/b/isbn/9781976087097-L.jpg
"The Complete Sherlock Holmes [4 novels, 56 stories]",Arthur Conan Doyle,9781471127182.0,PB,F1-B22-S06,,https://covers.openlibrary.org/b/isbn/9781471127182-L.jpg
"The Complete Sherlock Holmes [4 novels, 56 stories]",Arthur Conan Doyle,9781471127182.0,PB,F1-B22-S06,,https://covers.openlibrary.org/b/isbn/9781471127182-L.jpg
"The Complete Sherlock Holmes [4 novels, 56 stories]",Arthur Conan Doyle,9781471127182.0,PB,F1-B22-S06,,https://covers.openlibrary.org/b/isbn/9781471127182-L.jpg
"The Complete Sherlock Holmes [4 novels, 56 stories]",Arthur Conan Doyle,9781471127182.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781471127182-L.jpg
The Crime at Black Dudley (Albert Campion #1),Margery Allingham,9781933397429.0,PB,F1-B15-S02,,https://covers.openlibrary.org/b/isbn/9781933397429-L.jpg
The Crime at Black Dudley (Albert Campion #1),Margery Allingham,9781933397429.0,PB,F1-B15-S02,,https://covers.openlibrary.org/b/isbn/9781933397429-L.jpg
The Crime at Black Dudley (Albert Campion #1),Margery Allingham,9781933397429.0,LP,F1-B25-S08,Large print edition,https://covers.openlibrary.org/b/isbn/9781933397429-L.jpg
The Crime at Black Dudley (Albert Campion #1),Margery Allingham,9781933397429.0,PB,F1-B15-S02,,https://covers.openlibrary.org/b/isbn/9781933397429-L.jpg
The Crimes of England,Gilbert Keith Chesterton,9781505221848.0,PB,F2-B27-S03,,https://covers.openlibrary.org/b/isbn/9781505221848-L.jpg
The Crimes of England,Gilbert Keith Chesterton,9781505221848.0,LP,F1-B27-S07,Large print edition,https://covers.openlibrary.org/b/isbn/9781505221848-L.jpg
The Crimes of England,Gilbert Keith Chesterton,9781505221848.0,PB,F2-B27-S03,,https://covers.openlibrary.org/b/isbn/9781505221848-L.jpg
The Crimes of England,Gilbert Keith Chesterton,9781505221848.0,LP,F1-B27-S07,Large print edition,https://covers.openlibrary.org/b/isbn/9781505221848-L.jpg
The Crush,Sandra Brown,9780743555210.0,PB,F1-B08-S04,Staff pick,https://covers.openlibrary.org/b/isbn/9780743555210-L.jpg
The Crush,Sandra Brown,9780743555210.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9780743555210-L.jpg
The Cuckoo's Calling,J. K. Rowling,9789573330455.0,PB,F2-B26-S10,,https://covers.openlibrary.org/b/isbn/9789573330455-L.jpg
The Cuckoo's Calling,J. K. Rowling,9789573330455.0,LP,F1-B14-S02,Large print edition,https://covers.openlibrary.org/b/isbn/9789573330455-L.jpg
The Cuckoo’s Egg,Clifford Stoll,9783596102778.0,PB,F1-B07-S05,Donated copy,https://covers.openlibrary.org/b/isbn/9783596102778-L.jpg
The Cuckoo’s Egg,Clifford Stoll,9783596102778.0,PB,F1-B07-S05,Donated copy,https://covers.openlibrary.org/b/isbn/9783596102778-L.jpg
The Cuckoo’s Egg,Clifford Stoll,9783596102778.0,ADIG,,Donated copy; Audiobook (digital),https://covers.openlibrary.org/b/isbn/9783596102778-L.jpg
The Cuckoo’s Egg,Clifford Stoll,9783596102778.0,PB,F1-B07-S05,Donated copy,https://covers.openlibrary.org/b/isbn/9783596102778-L.jpg
The Curious Incident of the Dog in the Night-Time,Mark Haddon,9780099482857.0,PB,F1-B20-S08,,https://covers.openlibrary.org/b/isbn/9780099482857-L.jpg
The Curious Incident of the Dog in the Night-Time,Mark Haddon,9780099482857.0,ACD,F0-B28-S05,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780099482857-L.jpg
The Curious Incident of the Dog in the Night-Time,Mark Haddon,9780099482857.0,PB,F1-B20-S08,,https://covers.openlibrary.org/b/isbn/9780099482857-L.jpg
The Curious Incident of the Dog in the Night-Time,Mark Haddon,9780099482857.0,PB,F1-B20-S08,,https://covers.openlibrary.org/b/isbn/9780099482857-L.jpg
The Da Vinci Code,Dan Brown,9789875808850.0,PB,F2-B09-S04,,https://covers.openlibrary.org/b/isbn/9789875808850-L.jpg
The Da Vinci Code,Dan Brown,9789875808850.0,PB,F2-B09-S04,,https://covers.openlibrary.org/b/isbn/9789875808850-L.jpg
The Da Vinci Code,Dan Brown,9789875808850.0,PB,F2-B09-S04,,https://covers.openlibrary.org/b/isbn/9789875808850-L.jpg
The Da Vinci Code,Dan Brown,9789875808850.0,PB,F2-B09-S04,,https://covers.openlibrary.org/b/isbn/9789875808850-L.jpg
The dark tower,Stephen King,9780340827222.0,PB,F2-B02-S01,,https://covers.openlibrary.org/b/isbn/9780340827222-L.jpg
The dark tower,Stephen King,9780340827222.0,PB,F2-B02-S01,,https://covers.openlibrary.org/b/isbn/9780340827222-L.jpg
The dark tower,Stephen King,9780340827222.0,PB,F2-B02-S01,,https://covers.openlibrary.org/b/isbn/9780340827222-L.jpg
The dark tower,Stephen King,9780340827222.0,LP,F1-B06-S05,Large print edition,https://covers.openlibrary.org/b/isbn/9780340827222-L.jpg
The dark tower,Stephen King,9780340827222.0,PB,F2-B02-S01,,https://covers.openlibrary.org/b/isbn/9780340827222-L.jpg
The Daughter of Time,Josephine Tey,9798542470795.0,PB,F2-B21-S08,,https://covers.openlibrary.org/b/isbn/9798542470795-L.jpg
The Daughter of Time,Josephine Tey,9798542470795.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9798542470795-L.jpg
The Enchanted Castle,Edith Nesbit,9781548958534.0,PB,F1-B20-S02,,https://covers.openlibrary.org/b/isbn/9781548958534-L.jpg
The Enchanted Castle,Edith Nesbit,9781548958534.0,LP,F1-B22-S10,Large print edition,https://covers.openlibrary.org/b/isbn/9781548958534-L.jpg
The enemy,Lee Child,9781593353155.0,PB,F1-B11-S08,,https://covers.openlibrary.org/b/isbn/9781593353155-L.jpg
The enemy,Lee Child,9781593353155.0,PB,F1-B11-S08,,https://covers.openlibrary.org/b/isbn/9781593353155-L.jpg
The enemy,Lee Child,9781593353155.0,PB,F1-B11-S08,,https://covers.openlibrary.org/b/isbn/9781593353155-L.jpg
The enemy,Lee Child,9781593353155.0,PB,F1-B11-S08,,https://covers.openlibrary.org/b/isbn/9781593353155-L.jpg
The Exploits of Brigadier Gerard,Arthur Conan Doyle,9781980886808.0,PB,F1-B13-S03,,https://covers.openlibrary.org/b/isbn/9781980886808-L.jpg
The Exploits of Brigadier Gerard,Arthur Conan Doyle,9781980886808.0,LP,F1-B01-S06,Large print edition,https://covers.openlibrary.org/b/isbn/9781980886808-L.jpg
The Exploits of Brigadier Gerard,Arthur Conan Doyle,9781980886808.0,PB,F1-B13-S03,,https://covers.openlibrary.org/b/isbn/9781980886808-L.jpg
The Exploits of Brigadier Gerard,Arthur Conan Doyle,9781980886808.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781980886808-L.jpg
The Firm,John Grisham,9780099301196.0,PB,F1-B13-S08,,https://covers.openlibrary.org/b/isbn/9780099301196-L.jpg
The Firm,John Grisham,9780099301196.0,PB,F1-B13-S08,,https://covers.openlibrary.org/b/isbn/9780099301196-L.jpg
The Firm,John Grisham,9780099301196.0,LP,F1-B06-S04,Large print edition,https://covers.openlibrary.org/b/isbn/9780099301196-L.jpg
The Firm,John Grisham,9780099301196.0,PB,F1-B13-S08,,https://covers.openlibrary.org/b/isbn/9780099301196-L.jpg
The Firm,John Grisham,9780099301196.0,PB,F1-B13-S08,,https://covers.openlibrary.org/b/isbn/9780099301196-L.jpg
The Fixer,Bernard Malamud,9788476698303.0,PB,F1-B09-S09,,https://covers.openlibrary.org/b/isbn/9788476698303-L.jpg
The Fixer,Bernard Malamud,9788476698303.0,ADIG,,Audiobook (digital); Donated copy,https://covers.openlibrary.org/b/isbn/9788476698303-L.jpg
The Franchise Affair (Inspector Alan Grant #3),Josephine Tey,9798432925534.0,PB,F1-B10-S05,,https://covers.openlibrary.org/b/isbn/9798432925534-L.jpg
The Franchise Affair (Inspector Alan Grant #3),Josephine Tey,9798432925534.0,PB,F1-B10-S05,,https://covers.openlibrary.org/b/isbn/9798432925534-L.jpg
The Franchise Affair (Inspector Alan Grant #3),Josephine Tey,9798432925534.0,LP,F1-B06-S03,Large print edition,https://covers.openlibrary.org/b/isbn/9798432925534-L.jpg
The Franchise Affair (Inspector Alan Grant #3),Josephine Tey,9798432925534.0,PB,F1-B10-S05,,https://covers.openlibrary.org/b/isbn/9798432925534-L.jpg
The Franchise Affair (Inspector Alan Grant #3),Josephine Tey,9798432925534.0,PB,F1-B10-S05,,https://covers.openlibrary.org/b/isbn/9798432925534-L.jpg
The Godfather,Mario Puzo,9780451167712.0,PB,F2-B18-S01,,https://covers.openlibrary.org/b/isbn/9780451167712-L.jpg
The Godfather,Mario Puzo,9780451167712.0,ACD,F1-B03-S04,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780451167712-L.jpg
The Good Guy,Dean Koontz,9788501077554.0,PB,F1-B28-S03,,https://covers.openlibrary.org/b/isbn/9788501077554-L.jpg
The Good Guy,Dean Koontz,9788501077554.0,LP,F1-B10-S06,Large print edition,https://covers.openlibrary.org/b/isbn/9788501077554-L.jpg
The Good Guy,Dean Koontz,9788501077554.0,PB,F1-B28-S03,,https://covers.openlibrary.org/b/isbn/9788501077554-L.jpg
The Good Guy,Dean Koontz,9788501077554.0,PB,F1-B28-S03,,https://covers.openlibrary.org/b/isbn/9788501077554-L.jpg
The Great Train Robbery,Michael Crichton,9788811136149.0,PB,F2-B11-S08,,https://covers.openlibrary.org/b/isbn/9788811136149-L.jpg
The Great Train Robbery,Michael Crichton,9788811136149.0,LP,F1-B20-S02,Large print edition,https://covers.openlibrary.org/b/isbn/9788811136149-L.jpg
The Hobbit,J.R.R. Tolkien,9780618150823.0,PB,F1-B09-S08,,https://covers.openlibrary.org/b/isbn/9780618150823-L.jpg
The Hobbit,J.R.R. Tolkien,9780618150823.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9780618150823-L.jpg
The Hollow,Agatha Christie,9788427201385.0,PB,F2-B02-S06,,https://covers.openlibrary.org/b/isbn/9788427201385-L.jpg
The Hollow,Agatha Christie,9788427201385.0,ACD,F1-B07-S03,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9788427201385-L.jpg
The Hollow,Agatha Christie,9788427201385.0,ACD,F1-B07-S03,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9788427201385-L.jpg
The Hollow,Agatha Christie,9788427201385.0,PB,F2-B02-S06,,https://covers.openlibrary.org/b/isbn/9788427201385-L.jpg
The Hollow,Agatha Christie,9788427201385.0,ACD,F1-B07-S03,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9788427201385-L.jpg
The Horse and His Boy,C. S. Lewis,9780816140930.0,PB,F1-B14-S07,,https://covers.openlibrary.org/b/isbn/9780816140930-L.jpg
The Horse and His Boy,C. S. Lewis,9780816140930.0,PB,F1-B14-S07,,https://covers.openlibrary.org/b/isbn/9780816140930-L.jpg
The Horse and His Boy,C. S. Lewis,9780816140930.0,ACD,F1-B10-S06,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780816140930-L.jpg
The Horse and His Boy,C. S. Lewis,9780816140930.0,PB,F1-B14-S07,,https://covers.openlibrary.org/b/isbn/9780816140930-L.jpg
The Hound of the Baskervilles,Arthur Conan Doyle,9781973147077.0,PB,F2-B09-S09,,https://covers.openlibrary.org/b/isbn/9781973147077-L.jpg
The Hound of the Baskervilles,Arthur Conan Doyle,9781973147077.0,PB,F2-B09-S09,,https://covers.openlibrary.org/b/isbn/9781973147077-L.jpg
The Hound of the Baskervilles,Arthur Conan Doyle,9781973147077.0,PB,F2-B09-S09,,https://covers.openlibrary.org/b/isbn/9781973147077-L.jpg
The Hound of the Baskervilles,Arthur Conan Doyle,9781973147077.0,PB,F2-B09-S09,,https://covers.openlibrary.org/b/isbn/9781973147077-L.jpg
The Hound of the Baskervilles,Arthur Conan Doyle,9781973147077.0,PB,F2-B09-S09,,https://covers.openlibrary.org/b/isbn/9781973147077-L.jpg
The House of Thunder,Dean Koontz,9780755347469.0,PB,F2-B21-S08,,https://covers.openlibrary.org/b/isbn/9780755347469-L.jpg
The House of Thunder,Dean Koontz,9780755347469.0,ACD,F1-B01-S06,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780755347469-L.jpg
The House of Thunder,Dean Koontz,9780755347469.0,PB,F2-B21-S08,,https://covers.openlibrary.org/b/isbn/9780755347469-L.jpg
The House of Thunder,Dean Koontz,9780755347469.0,PB,F2-B21-S08,,https://covers.openlibrary.org/b/isbn/9780755347469-L.jpg
The House of Thunder,Dean Koontz,9780755347469.0,PB,F2-B21-S08,,https://covers.openlibrary.org/b/isbn/9780755347469-L.jpg
The house without a key,Earl Derr Biggers,9780897335799.0,PB,F2-B20-S09,Slightly damaged cover,https://covers.openlibrary.org/b/isbn/9780897335799-L.jpg
The house without a key,Earl Derr Biggers,9780897335799.0,ACD,F1-B15-S07,Audiobook (CD); Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9780897335799-L.jpg
The Housemaid,Freida McFadden,9781408728512.0,PB,F2-B26-S09,,https://covers.openlibrary.org/b/isbn/9781408728512-L.jpg
The Housemaid,Freida McFadden,9781408728512.0,ACD,F1-B27-S01,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9781408728512-L.jpg
The Hunt for Red October,Tom Clancy,9782253051572.0,PB,F2-B13-S04,,https://covers.openlibrary.org/b/isbn/9782253051572-L.jpg
The Hunt for Red October,Tom Clancy,9782253051572.0,PB,F2-B13-S04,,https://covers.openlibrary.org/b/isbn/9782253051572-L.jpg
The Hunt for Red October,Tom Clancy,9782253051572.0,PB,F2-B13-S04,,https://covers.openlibrary.org/b/isbn/9782253051572-L.jpg
The Hunt for Red October,Tom Clancy,9782253051572.0,PB,F2-B13-S04,,https://covers.openlibrary.org/b/isbn/9782253051572-L.jpg
The Innocence of Father Brown (Father Brown Mystery),Gilbert Keith Chesterton,9798708280299.0,PB,F2-B26-S05,,https://covers.openlibrary.org/b/isbn/9798708280299-L.jpg
The Innocence of Father Brown (Father Brown Mystery),Gilbert Keith Chesterton,9798708280299.0,LP,F1-B17-S02,Large print edition,https://covers.openlibrary.org/b/isbn/9798708280299-L.jpg
The Innocence of Father Brown (Father Brown Mystery),Gilbert Keith Chesterton,9798708280299.0,LP,F1-B17-S02,Large print edition,https://covers.openlibrary.org/b/isbn/9798708280299-L.jpg
The Innocence of Father Brown (Father Brown Mystery),Gilbert Keith Chesterton,9798708280299.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9798708280299-L.jpg
The Innocence of Father Brown (Father Brown Mystery),Gilbert Keith Chesterton,9798708280299.0,PB,F2-B26-S05,,https://covers.openlibrary.org/b/isbn/9798708280299-L.jpg
The Innocent Man,John Grisham,9780739324196.0,PB,F1-B16-S05,,https://covers.openlibrary.org/b/isbn/9780739324196-L.jpg
The Innocent Man,John Grisham,9780739324196.0,PB,F1-B16-S05,,https://covers.openlibrary.org/b/isbn/9780739324196-L.jpg
The Innocent Man,John Grisham,9780739324196.0,LP,F1-B14-S06,Large print edition,https://covers.openlibrary.org/b/isbn/9780739324196-L.jpg
The Innocent Man,John Grisham,9780739324196.0,PB,F1-B16-S05,,https://covers.openlibrary.org/b/isbn/9780739324196-L.jpg
The Innocents Abroad,Mark Twain,9780870527579.0,PB,F1-B21-S05,Donated copy,https://covers.openlibrary.org/b/isbn/9780870527579-L.jpg
The Innocents Abroad,Mark Twain,9780870527579.0,LP,F1-B15-S10,Donated copy; Large print edition,https://covers.openlibrary.org/b/isbn/9780870527579-L.jpg
The Innocents Abroad,Mark Twain,9780870527579.0,LP,F1-B15-S10,Donated copy; Large print edition,https://covers.openlibrary.org/b/isbn/9780870527579-L.jpg
The Innocents Abroad,Mark Twain,9780870527579.0,PB,F1-B21-S05,Donated copy,https://covers.openlibrary.org/b/isbn/9780870527579-L.jpg
The Insidious Dr. Fu Manchu,Sax Rohmer,9798775177768.0,PB,F2-B22-S02,,https://covers.openlibrary.org/b/isbn/9798775177768-L.jpg
The Insidious Dr. Fu Manchu,Sax Rohmer,9798775177768.0,PB,F2-B22-S02,,https://covers.openlibrary.org/b/isbn/9798775177768-L.jpg
The Insidious Dr. Fu Manchu,Sax Rohmer,9798775177768.0,LP,F1-B22-S10,Large print edition,https://covers.openlibrary.org/b/isbn/9798775177768-L.jpg
The Insidious Dr. Fu Manchu,Sax Rohmer,9798775177768.0,ACD,F0-B26-S06,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9798775177768-L.jpg
The Insidious Dr. Fu Manchu,Sax Rohmer,9798775177768.0,PB,F2-B22-S02,,https://covers.openlibrary.org/b/isbn/9798775177768-L.jpg
The Jungle Book,Rudyard Kipling,9798412954561.0,PB,F2-B03-S04,,https://covers.openlibrary.org/b/isbn/9798412954561-L.jpg
The Jungle Book,Rudyard Kipling,9798412954561.0,PB,F2-B03-S04,,https://covers.openlibrary.org/b/isbn/9798412954561-L.jpg
The Jungle Book,Rudyard Kipling,9798412954561.0,LP,F1-B12-S05,Large print edition,https://covers.openlibrary.org/b/isbn/9798412954561-L.jpg
The Jungle Book,Rudyard Kipling,9798412954561.0,PB,F2-B03-S04,,https://covers.openlibrary.org/b/isbn/9798412954561-L.jpg
The Labours of Hercules,Agatha Christie,9780060849542.0,PB,F1-B12-S06,,https://covers.openlibrary.org/b/isbn/9780060849542-L.jpg
The Labours of Hercules,Agatha Christie,9780060849542.0,PB,F1-B12-S06,,https://covers.openlibrary.org/b/isbn/9780060849542-L.jpg
The Labours of Hercules,Agatha Christie,9780060849542.0,PB,F1-B12-S06,,https://covers.openlibrary.org/b/isbn/9780060849542-L.jpg
The Labours of Hercules,Agatha Christie,9780060849542.0,PB,F1-B12-S06,,https://covers.openlibrary.org/b/isbn/9780060849542-L.jpg
The Labours of Hercules,Agatha Christie,9780060849542.0,PB,F1-B12-S06,,https://covers.openlibrary.org/b/isbn/9780060849542-L.jpg
The Last Battle,C. S. Lewis,9780020443803.0,PB,F1-B20-S07,,https://covers.openlibrary.org/b/isbn/9780020443803-L.jpg
The Last Battle,C. S. Lewis,9780020443803.0,PB,F1-B20-S07,,https://covers.openlibrary.org/b/isbn/9780020443803-L.jpg
The Last Battle,C. S. Lewis,9780020443803.0,LP,F1-B15-S05,Large print edition,https://covers.openlibrary.org/b/isbn/9780020443803-L.jpg
The Last Battle,C. S. Lewis,9780020443803.0,LP,F1-B15-S05,Large print edition,https://covers.openlibrary.org/b/isbn/9780020443803-L.jpg
The Law and the Lady,Wilkie Collins,9798495711945.0,PB,F2-B03-S09,,https://covers.openlibrary.org/b/isbn/9798495711945-L.jpg
The Law and the Lady,Wilkie Collins,9798495711945.0,PB,F2-B03-S09,,https://covers.openlibrary.org/b/isbn/9798495711945-L.jpg
The Law and the Lady,Wilkie Collins,9798495711945.0,PB,F2-B03-S09,,https://covers.openlibrary.org/b/isbn/9798495711945-L.jpg
The Law and the Lady,Wilkie Collins,9798495711945.0,LP,F1-B04-S01,Large print edition,https://covers.openlibrary.org/b/isbn/9798495711945-L.jpg
The Legend of Sleepy Hollow,Washington Irving,9781521970638.0,PB,F2-B04-S07,,https://covers.openlibrary.org/b/isbn/9781521970638-L.jpg
The Legend of Sleepy Hollow,Washington Irving,9781521970638.0,PB,F2-B04-S07,,https://covers.openlibrary.org/b/isbn/9781521970638-L.jpg
The Legend of Sleepy Hollow,Washington Irving,9781521970638.0,PB,F2-B04-S07,,https://covers.openlibrary.org/b/isbn/9781521970638-L.jpg
The Legend of Sleepy Hollow,Washington Irving,9781521970638.0,PB,F2-B04-S07,,https://covers.openlibrary.org/b/isbn/9781521970638-L.jpg
The Legend of Sleepy Hollow,Washington Irving,9781521970638.0,PB,F2-B04-S07,,https://covers.openlibrary.org/b/isbn/9781521970638-L.jpg
The Lemonade Crime,Jacqueline Davies,9781456132859.0,PB,F1-B22-S09,,https://covers.openlibrary.org/b/isbn/9781456132859-L.jpg
The Lemonade Crime,Jacqueline Davies,9781456132859.0,LP,F1-B22-S02,Large print edition,https://covers.openlibrary.org/b/isbn/9781456132859-L.jpg
The Lightning Thief,Rick Riordan,9780141319131.0,PB,F1-B11-S01,,https://covers.openlibrary.org/b/isbn/9780141319131-L.jpg
The Lightning Thief,Rick Riordan,9780141319131.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9780141319131-L.jpg
"The Lion, the Witch and the Wardrobe",C. S. Lewis,9780001831803.0,PB,F1-B24-S09,,https://covers.openlibrary.org/b/isbn/9780001831803-L.jpg
"The Lion, the Witch and the Wardrobe",C. S. Lewis,9780001831803.0,LP,F1-B24-S10,Large print edition,https://covers.openlibrary.org/b/isbn/9780001831803-L.jpg
The Lodger,Marie Belloc Lowndes,9780897338530.0,PB,F1-B14-S06,,https://covers.openlibrary.org/b/isbn/9780897338530-L.jpg
The Lodger,Marie Belloc Lowndes,9780897338530.0,LP,F1-B01-S02,Large print edition,https://covers.openlibrary.org/b/isbn/9780897338530-L.jpg
The Long Goodbye,Raymond Chandler,9780330256841.0,PB,F1-B28-S07,,https://covers.openlibrary.org/b/isbn/9780330256841-L.jpg
The Long Goodbye,Raymond Chandler,9780330256841.0,LP,F1-B25-S10,Large print edition,https://covers.openlibrary.org/b/isbn/9780330256841-L.jpg
The Long Goodbye,Raymond Chandler,9780330256841.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780330256841-L.jpg
The Long Goodbye,Raymond Chandler,9780330256841.0,LP,F1-B25-S10,Large print edition,https://covers.openlibrary.org/b/isbn/9780330256841-L.jpg
The lovely bones,Alice Sebold,9780759547346.0,PB,F2-B14-S08,,https://covers.openlibrary.org/b/isbn/9780759547346-L.jpg
The lovely bones,Alice Sebold,9780759547346.0,ACD,F0-B21-S07,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780759547346-L.jpg
The lovely bones,Alice Sebold,9780759547346.0,PB,F2-B14-S08,,https://covers.openlibrary.org/b/isbn/9780759547346-L.jpg
The lovely bones,Alice Sebold,9780759547346.0,ACD,F0-B21-S07,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780759547346-L.jpg
The Magician's Nephew,C. S. Lewis,9781946290052.0,PB,F2-B26-S02,,https://covers.openlibrary.org/b/isbn/9781946290052-L.jpg
The Magician's Nephew,C. S. Lewis,9781946290052.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9781946290052-L.jpg
The Maid,Nita Prose,9780008435769.0,PB,F2-B21-S04,,https://covers.openlibrary.org/b/isbn/9780008435769-L.jpg
The Maid,Nita Prose,9780008435769.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780008435769-L.jpg
The Maid,Nita Prose,9780008435769.0,PB,F2-B21-S04,,https://covers.openlibrary.org/b/isbn/9780008435769-L.jpg
The Maid,Nita Prose,9780008435769.0,PB,F2-B21-S04,,https://covers.openlibrary.org/b/isbn/9780008435769-L.jpg
The Maid,Nita Prose,9780008435769.0,PB,F2-B21-S04,,https://covers.openlibrary.org/b/isbn/9780008435769-L.jpg
The Maltese Falcon,Dashiell Hammett,9781408231920.0,PB,F2-B28-S03,,https://covers.openlibrary.org/b/isbn/9781408231920-L.jpg
The Maltese Falcon,Dashiell Hammett,9781408231920.0,PB,F2-B28-S03,,https://covers.openlibrary.org/b/isbn/9781408231920-L.jpg
The Maltese Falcon,Dashiell Hammett,9781408231920.0,PB,F2-B28-S03,,https://covers.openlibrary.org/b/isbn/9781408231920-L.jpg
The Maltese Falcon,Dashiell Hammett,9781408231920.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781408231920-L.jpg
The Man in the Brown Suit,Agatha Christie,9781799927945.0,PB,F2-B12-S09,,https://covers.openlibrary.org/b/isbn/9781799927945-L.jpg
The Man in the Brown Suit,Agatha Christie,9781799927945.0,PB,F2-B12-S09,,https://covers.openlibrary.org/b/isbn/9781799927945-L.jpg
The Man in the Brown Suit,Agatha Christie,9781799927945.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781799927945-L.jpg
The Man in the Brown Suit,Agatha Christie,9781799927945.0,PB,F2-B12-S09,,https://covers.openlibrary.org/b/isbn/9781799927945-L.jpg
The Man in the Brown Suit,Agatha Christie,9781799927945.0,PB,F2-B12-S09,,https://covers.openlibrary.org/b/isbn/9781799927945-L.jpg
The Man in the Queue (Inspector Alan Grant #1),Josephine Tey,9798425729231.0,PB,F2-B13-S09,,https://covers.openlibrary.org/b/isbn/9798425729231-L.jpg
The Man in the Queue (Inspector Alan Grant #1),Josephine Tey,9798425729231.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9798425729231-L.jpg
The Man in the Queue (Inspector Alan Grant #1),Josephine Tey,9798425729231.0,PB,F2-B13-S09,,https://covers.openlibrary.org/b/isbn/9798425729231-L.jpg
The Man in the Queue (Inspector Alan Grant #1),Josephine Tey,9798425729231.0,PB,F2-B13-S09,,https://covers.openlibrary.org/b/isbn/9798425729231-L.jpg
The Man in the Queue (Inspector Alan Grant #1),Josephine Tey,9798425729231.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9798425729231-L.jpg
The Man Who Was Thursday,Gilbert Keith Chesterton,9781722404895.0,PB,F2-B18-S08,,https://covers.openlibrary.org/b/isbn/9781722404895-L.jpg
The Man Who Was Thursday,Gilbert Keith Chesterton,9781722404895.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9781722404895-L.jpg
The Man with the Golden Gun,Ian Fleming,9798708015525.0,PB,F2-B28-S02,,https://covers.openlibrary.org/b/isbn/9798708015525-L.jpg
The Man with the Golden Gun,Ian Fleming,9798708015525.0,ACD,F1-B09-S04,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9798708015525-L.jpg
The Man with the Golden Gun,Ian Fleming,9798708015525.0,PB,F2-B28-S02,,https://covers.openlibrary.org/b/isbn/9798708015525-L.jpg
The Man with the Golden Gun,Ian Fleming,9798708015525.0,PB,F2-B28-S02,,https://covers.openlibrary.org/b/isbn/9798708015525-L.jpg
The Man with the Golden Gun,Ian Fleming,9798708015525.0,PB,F2-B28-S02,,https://covers.openlibrary.org/b/isbn/9798708015525-L.jpg
The Marble Faun,Nathaniel Hawthorne,9780140390773.0,PB,F2-B03-S04,,https://covers.openlibrary.org/b/isbn/9780140390773-L.jpg
The Marble Faun,Nathaniel Hawthorne,9780140390773.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780140390773-L.jpg
The Marvelous Land of Oz,L. Frank Baum,9781694960580.0,PB,F1-B18-S05,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9781694960580-L.jpg
The Marvelous Land of Oz,L. Frank Baum,9781694960580.0,PB,F1-B18-S05,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9781694960580-L.jpg
